transaction_id,posting_date,document_date,amount,vendor_name,invoice_number,debit_account,credit_account,narration,is_manual_entry,gst_amount,gstin
TXN-093841,2025-11-04,2025-11-03,5250.77,VENDOR_0099,INV-2025-8206,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0099,False,945.14,27ABCDE6929F1Z5
TXN-093842,2025-12-30,2025-12-27,2347.22,VENDOR_0070,INV-2025-1263,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0070,False,422.50,27ABCDE9989F1Z5
TXN-093843,2026-01-20,2026-01-18,1121.37,VENDOR_0126,INV-2025-2909,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0126,False,201.85,27ABCDE6480F1Z5
TXN-093844,2026-03-02,2026-03-01,5578.05,VENDOR_0093,INV-2025-3207,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0093,False,1004.05,27ABCDE8522F1Z5
TXN-093845,2025-12-11,2025-12-10,1077.47,VENDOR_0162,INV-2025-1541,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0162,False,193.94,27ABCDE5449F1Z5
TXN-093846,2026-02-05,2026-02-03,9300.99,VENDOR_0148,INV-2025-2146,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0148,False,1674.18,27ABCDE3623F1Z5
TXN-093847,2026-01-14,2026-01-11,3540.42,VENDOR_0082,INV-2025-8977,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0082,False,637.28,27ABCDE3012F1Z5
TXN-093848,2026-03-09,2026-03-06,10051.09,VENDOR_0023,INV-2025-4550,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0023,False,1809.20,27ABCDE9230F1Z5
TXN-093849,2025-11-23,2025-11-23,10559.99,VENDOR_0075,INV-2025-9286,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0075,False,1900.80,27ABCDE1613F1Z5
TXN-093850,2025-12-27,2025-12-26,912.28,VENDOR_0041,INV-2025-7769,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0041,False,164.21,27ABCDE1957F1Z5
TXN-093851,2025-09-11,2025-09-11,13150.4,VENDOR_0063,INV-2025-2427,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0063,False,2367.07,27ABCDE1631F1Z5
TXN-093852,2026-03-11,2026-03-10,8007.53,VENDOR_0142,INV-2025-5511,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0142,False,1441.36,27ABCDE3300F1Z5
TXN-093853,2025-04-20,2025-04-18,4162.44,VENDOR_0058,INV-2025-6923,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0058,False,749.24,27ABCDE3528F1Z5
TXN-093854,2025-09-10,2025-09-07,13094.65,VENDOR_0159,INV-2025-9847,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0159,False,2357.04,27ABCDE2984F1Z5
TXN-093855,2025-05-16,2025-05-14,4502.91,VENDOR_0161,INV-2025-3502,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0161,False,810.52,27ABCDE3172F1Z5
TXN-093856,2025-09-25,2025-09-25,1833.56,VENDOR_0017,INV-2025-2576,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0017,False,330.04,27ABCDE5053F1Z5
TXN-093857,2026-02-01,2026-01-29,25692.5,VENDOR_0043,INV-2025-2822,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0043,False,4624.65,27ABCDE2840F1Z5
TXN-093858,2025-11-10,2025-11-10,3576.9,VENDOR_0035,INV-2025-2218,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0035,False,643.84,27ABCDE5815F1Z5
TXN-093859,2025-05-05,2025-05-04,14730.9,VENDOR_0161,INV-2025-9136,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0161,False,2651.56,27ABCDE6492F1Z5
TXN-093860,2025-09-19,2025-09-17,1654.78,VENDOR_0163,INV-2025-9753,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0163,False,297.86,27ABCDE4691F1Z5
TXN-093861,2025-07-23,2025-07-21,4811.41,VENDOR_0106,INV-2025-4277,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0106,False,866.05,27ABCDE5483F1Z5
TXN-093862,2026-03-10,2026-03-09,8559.87,VENDOR_0083,INV-2025-4178,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0083,False,1540.78,27ABCDE3423F1Z5
TXN-093863,2025-09-20,2025-09-17,1319.93,VENDOR_0016,INV-2025-2704,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0016,False,237.59,27ABCDE1969F1Z5
TXN-093864,2025-08-25,2025-08-22,2641.68,VENDOR_0014,INV-2025-6168,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0014,False,475.50,27ABCDE8750F1Z5
TXN-093865,2025-07-01,2025-06-29,4524.87,VENDOR_0146,INV-2025-4400,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0146,False,814.48,27ABCDE2040F1Z5
TXN-093866,2025-08-02,2025-08-01,1083.63,VENDOR_0176,INV-2025-8551,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0176,False,195.05,27ABCDE6779F1Z5
TXN-093867,2025-06-25,2025-06-22,7583.43,VENDOR_0010,INV-2025-2206,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0010,False,1365.02,27ABCDE8616F1Z5
TXN-093868,2025-08-28,2025-08-25,1829.63,VENDOR_0152,INV-2025-9985,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0152,False,329.33,27ABCDE6164F1Z5
TXN-093869,2025-06-15,2025-06-12,877.1,VENDOR_0104,INV-2025-1130,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0104,False,157.88,27ABCDE1062F1Z5
TXN-093870,2025-11-07,2025-11-06,34540.59,VENDOR_0013,INV-2025-8974,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0013,False,6217.31,27ABCDE7799F1Z5
TXN-093871,2025-08-28,2025-08-25,8646.51,VENDOR_0056,INV-2025-1186,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0056,False,1556.37,27ABCDE4262F1Z5
TXN-093872,2025-12-02,2025-11-30,1169.35,VENDOR_0121,INV-2025-9410,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0121,False,210.48,27ABCDE3733F1Z5
TXN-093873,2025-09-22,2025-09-21,1916.71,VENDOR_0042,INV-2025-6917,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0042,False,345.01,27ABCDE1046F1Z5
TXN-093874,2026-01-15,2026-01-14,1219.62,VENDOR_0146,INV-2025-4239,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0146,False,219.53,27ABCDE6801F1Z5
TXN-093875,2025-05-03,2025-04-30,12805.38,VENDOR_0160,INV-2025-7345,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0160,False,2304.97,27ABCDE2748F1Z5
TXN-093876,2025-04-24,2025-04-23,36894.72,VENDOR_0075,INV-2025-1486,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0075,False,6641.05,27ABCDE2929F1Z5
TXN-093877,2025-06-01,2025-05-31,14907.66,VENDOR_0193,INV-2025-2034,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0193,False,2683.38,27ABCDE4201F1Z5
TXN-093878,2026-01-16,2026-01-16,8337.6,VENDOR_0015,INV-2025-6811,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0015,False,1500.77,27ABCDE7666F1Z5
TXN-093879,2025-10-09,2025-10-07,3224.29,VENDOR_0182,INV-2025-7788,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0182,False,580.37,27ABCDE9398F1Z5
TXN-093880,2026-02-17,2026-02-15,2604.56,VENDOR_0153,INV-2025-2996,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0153,False,468.82,27ABCDE1604F1Z5
TXN-093881,2025-10-24,2025-10-24,17099.11,VENDOR_0090,INV-2025-6852,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0090,False,3077.84,27ABCDE9889F1Z5
TXN-093882,2025-09-18,2025-09-17,4075.3,VENDOR_0068,INV-2025-7369,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0068,False,733.55,27ABCDE3477F1Z5
TXN-093883,2025-04-18,2025-04-15,9738.13,VENDOR_0056,INV-2025-8917,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0056,False,1752.86,27ABCDE5913F1Z5
TXN-093884,2026-01-17,2026-01-15,41316.44,VENDOR_0083,INV-2025-4994,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0083,False,7436.96,27ABCDE2264F1Z5
TXN-093885,2025-09-02,2025-09-02,5337.44,VENDOR_0038,INV-2025-9371,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0038,False,960.74,27ABCDE7781F1Z5
TXN-093886,2025-09-16,2025-09-16,3040.54,VENDOR_0129,INV-2025-5202,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0129,False,547.30,27ABCDE8543F1Z5
TXN-093887,2026-02-23,2026-02-21,13110.87,VENDOR_0090,INV-2025-2818,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0090,False,2359.96,27ABCDE4536F1Z5
TXN-093888,2025-06-06,2025-06-04,1634.28,VENDOR_0168,INV-2025-3294,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0168,False,294.17,27ABCDE9825F1Z5
TXN-093889,2025-04-07,2025-04-07,44524.82,VENDOR_0066,INV-2025-5754,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0066,False,8014.47,27ABCDE8164F1Z5
TXN-093890,2025-06-10,2025-06-09,3948.85,VENDOR_0123,INV-2025-6683,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0123,False,710.79,27ABCDE1744F1Z5
TXN-093891,2026-01-29,2026-01-29,10144.41,VENDOR_0181,INV-2025-8407,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0181,False,1825.99,27ABCDE3019F1Z5
TXN-093892,2025-07-27,2025-07-24,4739.14,VENDOR_0098,INV-2025-5978,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0098,False,853.05,27ABCDE7782F1Z5
TXN-093893,2025-06-08,2025-06-08,3785.29,VENDOR_0072,INV-2025-5690,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0072,False,681.35,27ABCDE9949F1Z5
TXN-093894,2025-12-03,2025-12-02,12198.33,VENDOR_0100,INV-2025-9543,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0100,False,2195.70,27ABCDE6644F1Z5
TXN-093895,2026-02-09,2026-02-07,2105.61,VENDOR_0146,INV-2025-2254,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0146,False,379.01,27ABCDE9664F1Z5
TXN-093896,2025-06-02,2025-06-02,1721.07,VENDOR_0139,INV-2025-5449,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0139,False,309.79,27ABCDE5792F1Z5
TXN-093897,2025-09-06,2025-09-04,18412.47,VENDOR_0173,INV-2025-6239,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0173,False,3314.24,27ABCDE8730F1Z5
TXN-093898,2025-06-17,2025-06-14,1962.66,VENDOR_0137,INV-2025-7171,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0137,False,353.28,27ABCDE4904F1Z5
TXN-093899,2025-06-23,2025-06-23,4039.16,VENDOR_0143,INV-2025-5745,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0143,False,727.05,27ABCDE5169F1Z5
TXN-093900,2025-11-17,2025-11-16,7015.22,VENDOR_0123,INV-2025-8799,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0123,False,1262.74,27ABCDE2888F1Z5
TXN-093901,2026-03-08,2026-03-07,2536.52,VENDOR_0003,INV-2025-6131,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0003,False,456.57,27ABCDE3535F1Z5
TXN-093902,2026-02-23,2026-02-22,3213.3,VENDOR_0192,INV-2025-6628,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0192,False,578.39,27ABCDE9799F1Z5
TXN-093903,2025-12-01,2025-12-01,799.75,VENDOR_0014,INV-2025-6958,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0014,False,143.96,27ABCDE3199F1Z5
TXN-093904,2025-05-10,2025-05-09,17354.71,VENDOR_0062,INV-2025-3688,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0062,False,3123.85,27ABCDE6371F1Z5
TXN-093905,2025-06-18,2025-06-18,2841.66,VENDOR_0117,INV-2025-1276,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0117,False,511.50,27ABCDE5029F1Z5
TXN-093906,2025-04-23,2025-04-22,2434.58,VENDOR_0063,INV-2025-6261,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0063,False,438.22,27ABCDE5430F1Z5
TXN-093907,2025-05-08,2025-05-06,4873.84,VENDOR_0072,INV-2025-2447,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0072,False,877.29,27ABCDE5715F1Z5
TXN-093908,2025-12-30,2025-12-28,6323.92,VENDOR_0169,INV-2025-2327,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0169,False,1138.31,27ABCDE9080F1Z5
TXN-093909,2026-03-10,2026-03-10,25262.68,VENDOR_0196,INV-2025-4502,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0196,False,4547.28,27ABCDE5276F1Z5
TXN-093910,2025-10-18,2025-10-17,2015.34,VENDOR_0164,INV-2025-8587,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0164,False,362.76,27ABCDE5994F1Z5
TXN-093911,2025-10-27,2025-10-24,9486.0,VENDOR_0180,INV-2025-6766,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0180,False,1707.48,27ABCDE6406F1Z5
TXN-093912,2026-01-17,2026-01-17,1268.55,VENDOR_0145,INV-2025-9392,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0145,False,228.34,27ABCDE7684F1Z5
TXN-093913,2025-10-26,2025-10-25,3970.77,VENDOR_0095,INV-2025-2142,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0095,False,714.74,27ABCDE7810F1Z5
TXN-093914,2025-05-26,2025-05-24,3820.97,VENDOR_Y09,INV-2025-4427,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_Y09,False,687.77,27ABCDE2561F1Z5
TXN-093915,2025-12-11,2025-12-11,5986.0,VENDOR_0043,INV-2025-6966,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0043,False,1077.48,27ABCDE6790F1Z5
TXN-093916,2025-09-14,2025-09-14,2280.18,VENDOR_0196,INV-2025-8538,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0196,False,410.43,27ABCDE9340F1Z5
TXN-093917,2025-04-21,2025-04-20,6391.43,VENDOR_0009,INV-2025-3677,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0009,False,1150.46,27ABCDE8358F1Z5
TXN-093918,2026-02-08,2026-02-05,7916.2,VENDOR_0008,INV-2025-8813,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0008,False,1424.92,27ABCDE3062F1Z5
TXN-093919,2025-11-05,2025-11-02,27185.81,VENDOR_0077,INV-2025-3559,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0077,False,4893.45,27ABCDE3000F1Z5
TXN-093920,2025-06-23,2025-06-22,1350.5,VENDOR_0075,INV-2025-6264,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0075,False,243.09,27ABCDE1384F1Z5
TXN-093921,2026-02-12,2026-02-09,20833.74,VENDOR_0143,INV-2025-6078,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0143,False,3750.07,27ABCDE7401F1Z5
TXN-093922,2025-09-14,2025-09-11,5536.01,VENDOR_0056,INV-2025-5774,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0056,False,996.48,27ABCDE5927F1Z5
TXN-093923,2025-08-01,2025-08-01,4957.61,VENDOR_0071,INV-2025-3182,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0071,False,892.37,27ABCDE4660F1Z5
TXN-093924,2026-01-11,2026-01-08,2307.52,VENDOR_0124,INV-2025-4737,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0124,False,415.35,27ABCDE5795F1Z5
TXN-093925,2025-12-30,2025-12-28,1537.06,VENDOR_0093,INV-2025-6621,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0093,False,276.67,27ABCDE2157F1Z5
TXN-093926,2025-09-07,2025-09-06,1125.44,VENDOR_0014,INV-2025-5273,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0014,False,202.58,27ABCDE2339F1Z5
TXN-093927,2026-02-23,2026-02-21,2215.68,VENDOR_0055,INV-2025-2380,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0055,False,398.82,27ABCDE5979F1Z5
TXN-093928,2025-11-21,2025-11-18,6217.33,VENDOR_0168,INV-2025-5556,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0168,False,1119.12,27ABCDE4286F1Z5
TXN-093929,2026-02-05,2026-02-03,15929.33,VENDOR_0027,INV-2025-4070,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0027,False,2867.28,27ABCDE5001F1Z5
TXN-093930,2025-05-22,2025-05-22,1273.29,VENDOR_0113,INV-2025-6754,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0113,False,229.19,27ABCDE1791F1Z5
TXN-093931,2025-05-05,2025-05-04,2578.85,VENDOR_0003,INV-2025-5112,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0003,False,464.19,27ABCDE9295F1Z5
TXN-093932,2025-11-08,2025-11-08,6295.29,VENDOR_0032,INV-2025-7624,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0032,False,1133.15,27ABCDE9520F1Z5
TXN-093933,2025-09-19,2025-09-19,3228.51,VENDOR_0043,INV-2025-2804,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0043,False,581.13,27ABCDE3062F1Z5
TXN-093934,2025-08-16,2025-08-15,15220.25,VENDOR_0142,INV-2025-6312,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0142,False,2739.64,27ABCDE5737F1Z5
TXN-093935,2025-11-22,2025-11-21,717.06,VENDOR_0172,INV-2025-3030,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0172,False,129.07,27ABCDE5896F1Z5
TXN-093936,2025-08-22,2025-08-21,6776.79,VENDOR_0069,INV-2025-5236,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0069,False,1219.82,27ABCDE7909F1Z5
TXN-093937,2026-01-29,2026-01-28,33716.56,VENDOR_0070,INV-2025-7705,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0070,False,6068.98,27ABCDE8640F1Z5
TXN-093938,2025-11-12,2025-11-12,2279.4,VENDOR_0032,INV-2025-7316,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0032,False,410.29,27ABCDE6647F1Z5
TXN-093939,2026-03-13,2026-03-11,2977.91,VENDOR_0084,INV-2025-5815,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0084,False,536.02,27ABCDE7361F1Z5
TXN-093940,2025-08-05,2025-08-05,31672.41,VENDOR_0038,INV-2025-4561,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0038,False,5701.03,27ABCDE6594F1Z5
TXN-093941,2025-04-11,2025-04-11,6359.78,VENDOR_0111,INV-2025-4325,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0111,False,1144.76,27ABCDE5456F1Z5
TXN-093942,2025-04-20,2025-04-20,4600.42,VENDOR_0025,INV-2025-3724,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0025,False,828.08,27ABCDE6707F1Z5
TXN-093943,2025-10-20,2025-10-20,11470.6,VENDOR_0192,INV-2025-9019,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0192,False,2064.71,27ABCDE3895F1Z5
TXN-093944,2025-04-20,2025-04-18,1713.96,VENDOR_0200,INV-2025-6031,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0200,False,308.51,27ABCDE4986F1Z5
TXN-093945,2026-01-10,2026-01-08,2313.16,VENDOR_0161,INV-2025-8633,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0161,False,416.37,27ABCDE7122F1Z5
TXN-093946,2025-04-23,2025-04-23,3129.01,VENDOR_0027,INV-2025-7867,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0027,False,563.22,27ABCDE4383F1Z5
TXN-093947,2025-11-01,2025-11-01,785.12,VENDOR_0072,INV-2025-2679,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0072,False,141.32,27ABCDE5270F1Z5
TXN-093948,2025-11-01,2025-10-31,11992.47,VENDOR_0003,INV-2025-6290,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0003,False,2158.64,27ABCDE3160F1Z5
TXN-093949,2026-01-14,2026-01-12,2953.5,VENDOR_0056,INV-2025-1938,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0056,False,531.63,27ABCDE7848F1Z5
TXN-093950,2025-11-20,2025-11-18,684.43,VENDOR_0135,INV-2025-2572,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0135,False,123.20,27ABCDE3363F1Z5
TXN-093951,2025-04-01,2025-03-30,660.7,VENDOR_0008,INV-2025-7716,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0008,False,118.93,27ABCDE6594F1Z5
TXN-093952,2025-06-10,2025-06-09,54883.99,VENDOR_0005,INV-2025-7254,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0005,False,9879.12,27ABCDE9821F1Z5
TXN-093953,2025-09-23,2025-09-23,2347.58,VENDOR_0061,INV-2025-4414,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0061,False,422.56,27ABCDE3953F1Z5
TXN-093954,2026-03-19,2026-03-18,2632.32,VENDOR_0166,INV-2025-3001,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0166,False,473.82,27ABCDE5004F1Z5
TXN-093955,2025-04-04,2025-04-02,24910.13,VENDOR_0002,INV-2025-3527,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0002,False,4483.82,27ABCDE2973F1Z5
TXN-093956,2025-05-20,2025-05-20,1104.88,VENDOR_0090,INV-2025-5709,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0090,False,198.88,27ABCDE8965F1Z5
TXN-093957,2025-11-05,2025-11-04,2537.83,VENDOR_0023,INV-2025-5682,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0023,False,456.81,27ABCDE8615F1Z5
TXN-093958,2025-08-11,2025-08-09,24186.05,VENDOR_0037,INV-2025-5668,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0037,False,4353.49,27ABCDE3122F1Z5
TXN-093959,2025-10-28,2025-10-28,230.11,VENDOR_0198,INV-2025-7165,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0198,False,41.42,27ABCDE7304F1Z5
TXN-093960,2025-09-22,2025-09-20,568.69,VENDOR_0011,INV-2025-3732,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0011,False,102.36,27ABCDE2122F1Z5
TXN-093961,2026-03-21,2026-03-21,17958.72,VENDOR_0128,INV-2025-7903,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0128,False,3232.57,27ABCDE4551F1Z5
TXN-093962,2025-10-22,2025-10-22,2599.67,VENDOR_0010,INV-2025-4238,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0010,False,467.94,27ABCDE9768F1Z5
TXN-093963,2025-07-13,2025-07-12,48845.48,VENDOR_0114,INV-2025-4992,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0114,False,8792.19,27ABCDE7357F1Z5
TXN-093964,2026-01-27,2026-01-27,2086.47,VENDOR_0139,INV-2025-5305,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0139,False,375.56,27ABCDE8105F1Z5
TXN-093965,2026-03-03,2026-02-28,4673.36,VENDOR_0117,INV-2025-9863,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0117,False,841.20,27ABCDE4383F1Z5
TXN-093966,2026-01-24,2026-01-23,1431.96,VENDOR_0069,INV-2025-8640,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0069,False,257.75,27ABCDE7628F1Z5
TXN-093967,2025-05-24,2025-05-22,1586.3,VENDOR_0141,INV-2025-2316,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0141,False,285.53,27ABCDE8604F1Z5
TXN-093968,2025-05-26,2025-05-25,2356.52,VENDOR_0153,INV-2025-1228,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0153,False,424.17,27ABCDE4546F1Z5
TXN-093969,2026-02-03,2026-02-03,4589.31,VENDOR_0170,INV-2025-5873,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0170,False,826.08,27ABCDE2505F1Z5
TXN-093970,2026-03-11,2026-03-08,6363.31,VENDOR_0191,INV-2025-8195,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0191,False,1145.40,27ABCDE1468F1Z5
TXN-093971,2025-10-09,2025-10-06,1140.97,VENDOR_0190,INV-2025-2666,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0190,False,205.37,27ABCDE8410F1Z5
TXN-093972,2025-12-01,2025-11-28,10863.03,VENDOR_0086,INV-2025-8501,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0086,False,1955.35,27ABCDE6673F1Z5
TXN-093973,2025-05-08,2025-05-05,1734.81,VENDOR_0084,INV-2025-5528,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0084,False,312.27,27ABCDE7180F1Z5
TXN-093974,2025-10-14,2025-10-11,13075.43,VENDOR_0169,INV-2025-6766,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0169,False,2353.58,27ABCDE4386F1Z5
TXN-093975,2025-06-01,2025-05-29,773.98,VENDOR_0164,INV-2025-7240,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0164,False,139.32,27ABCDE3556F1Z5
TXN-093976,2025-05-28,2025-05-26,2134.38,VENDOR_0148,INV-2025-2568,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0148,False,384.19,27ABCDE3493F1Z5
TXN-093977,2026-03-12,2026-03-11,10711.51,VENDOR_0150,INV-2025-9140,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0150,False,1928.07,27ABCDE7695F1Z5
TXN-093978,2025-04-15,2025-04-12,10069.18,VENDOR_0126,INV-2025-2831,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0126,False,1812.45,27ABCDE9019F1Z5
